0.0507	0.0017	0.0007	0.0016	0.0093	0.0007	0.0005	0.0050	0.0868	0.0235	0.0030	0.0199	0.0557	0.0070	0.0024	0.0348	0.1027	0.1213	0.1244	0.1402	0.1293	0.1040	0.0878	0.0948	0.0287	0.0008	0.0004	0.0006	0.0040	0.0005	0.0003	0.0006	0.0585	0.0055	0.0013	0.0024	0.0293	0.0019	0.0009	0.0043	0.0992	0.0909	0.0114	0.0647	0.1277	0.0616	0.0077	0.0645
0.0618	0.0034	0.0008	0.0027	0.0129	0.0011	0.0006	0.0098	0.0916	0.0461	0.0075	0.0360	0.0677	0.0162	0.0062	0.0544	0.1038	0.1241	0.1388	0.1420	0.1284	0.1071	0.0973	0.0961	0.0349	0.0011	0.0005	0.0007	0.0051	0.0006	0.0004	0.0008	0.0688	0.0111	0.0015	0.0035	0.0369	0.0031	0.0011	0.0074	0.1004	0.1081	0.0307	0.0951	0.1297	0.0836	0.0204	0.0806
0.0730	0.0082	0.0015	0.0056	0.0177	0.0022	0.0012	0.0186	0.0942	0.0758	0.0256	0.0630	0.0818	0.0356	0.0216	0.0740	0.1050	0.1257	0.1428	0.1421	0.1274	0.1076	0.0999	0.0972	0.0430	0.0019	0.0006	0.0008	0.0067	0.0007	0.0004	0.0011	0.0793	0.0221	0.0019	0.0061	0.0457	0.0062	0.0013	0.0127	0.1016	0.1178	0.0805	0.1233	0.1300	0.1003	0.0550	0.0902
0.0808	0.0201	0.0044	0.0122	0.0256	0.0051	0.0037	0.0342	0.0958	0.1002	0.0751	0.0941	0.0949	0.0641	0.0574	0.0842	0.1061	0.1271	0.1440	0.1416	0.1264	0.1074	0.1009	0.0982	0.0524	0.0038	0.0007	0.0011	0.0092	0.0010	0.0005	0.0018	0.0872	0.0411	0.0031	0.0116	0.0559	0.0128	0.0021	0.0218	0.1027	0.1219	0.1239	0.1363	0.1294	0.1069	0.0872	0.0943
0.0846	0.0433	0.0143	0.0273	0.0382	0.0135	0.0130	0.0557	0.0970	0.1108	0.1133	0.1135	0.1035	0.0840	0.0818	0.0882	0.1072	0.1283	0.1447	0.1410	0.1252	0.1070	0.1014	0.0991	0.0634	0.0091	0.0008	0.0016	0.0127	0.0018	0.0006	0.0034	0.0916	0.0669	0.0081	0.0229	0.0677	0.0256	0.0051	0.0371	0.1038	0.1238	0.1376	0.1400	0.1285	0.1086	0.0978	0.0963
0.0857	0.0720	0.0489	0.0570	0.0569	0.0365	0.0417	0.0719	0.0981	0.1150	0.1257	0.1212	0.1077	0.0917	0.0892	0.0899	0.1083	0.1294	0.1451	0.1402	0.1240	0.1065	0.1016	0.1000	0.0741	0.0216	0.0016	0.0030	0.0175	0.0038	0.0010	0.0072	0.0942	0.0928	0.0285	0.0461	0.0813	0.0472	0.0173	0.0588	0.1049	0.1252	0.1414	0.1406	0.1274	0.1087	0.1007	0.0976
0.0027	0.0001	0.0000	0.0001	0.0004	0.0001	0.0000	0.0001	0.0035	0.0003	0.0003	0.0005	0.0009	0.0003	0.0002	0.0003	0.0354	0.0011	0.0009	0.0020	0.0360	0.0011	0.0006	0.0013	0.0019	0.0001	0.0000	0.0001	0.0003	0.0001	0.0000	0.0001	0.0020	0.0003	0.0002	0.0004	0.0008	0.0003	0.0001	0.0002	0.0308	0.0010	0.0008	0.0016	0.0308	0.0010	0.0005	0.0009
0.0031	0.0001	0.0000	0.0001	0.0004	0.0001	0.0000	0.0001	0.0043	0.0003	0.0003	0.0005	0.0009	0.0003	0.0002	0.0003	0.0376	0.0012	0.0010	0.0021	0.0376	0.0012	0.0007	0.0015	0.0022	0.0001	0.0000	0.0001	0.0003	0.0001	0.0000	0.0001	0.0024	0.0003	0.0002	0.0004	0.0008	0.0003	0.0002	0.0002	0.0327	0.0011	0.0008	0.0017	0.0324	0.0011	0.0006	0.0010
0.0036	0.0001	0.0001	0.0001	0.0004	0.0001	0.0000	0.0001	0.0049	0.0003	0.0003	0.0005	0.0010	0.0003	0.0002	0.0003	0.0397	0.0013	0.0011	0.0022	0.0395	0.0013	0.0007	0.0019	0.0024	0.0001	0.0000	0.0001	0.0003	0.0001	0.0000	0.0001	0.0029	0.0003	0.0002	0.0004	0.0009	0.0003	0.0002	0.0003	0.0345	0.0011	0.0009	0.0017	0.0342	0.0011	0.0006	0.0011
0.0041	0.0001	0.0001	0.0002	0.0004	0.0001	0.0000	0.0001	0.0057	0.0003	0.0003	0.0005	0.0011	0.0003	0.0002	0.0003	0.0420	0.0014	0.0011	0.0024	0.0418	0.0013	0.0008	0.0023	0.0028	0.0001	0.0000	0.0001	0.0004	0.0001	0.0000	0.0001	0.0035	0.0003	0.0003	0.0004	0.0009	0.0003	0.0002	0.0003	0.0366	0.0012	0.0009	0.0018	0.0363	0.0012	0.0006	0.0011
0.0047	0.0001	0.0001	0.0002	0.0004	0.0001	0.0000	0.0001	0.0065	0.0004	0.0003	0.0006	0.0012	0.0003	0.0002	0.0004	0.0442	0.0015	0.0012	0.0027	0.0446	0.0014	0.0008	0.0030	0.0031	0.0001	0.0000	0.0001	0.0004	0.0001	0.0000	0.0001	0.0041	0.0003	0.0003	0.0005	0.0009	0.0003	0.0002	0.0003	0.0387	0.0013	0.0010	0.0019	0.0386	0.0012	0.0007	0.0013
0.0051	0.0001	0.0001	0.0002	0.0005	0.0001	0.0001	0.0001	0.0074	0.0004	0.0003	0.0006	0.0013	0.0004	0.0002	0.0004	0.0465	0.0016	0.0013	0.0032	0.0475	0.0015	0.0009	0.0039	0.0034	0.0001	0.0001	0.0001	0.0004	0.0001	0.0000	0.0001	0.0049	0.0003	0.0003	0.0005	0.0010	0.0003	0.0002	0.0003	0.0411	0.0014	0.0010	0.0020	0.0412	0.0013	0.0007	0.0014
0.0056	0.0001	0.0001	0.0002	0.0005	0.0001	0.0001	0.0001	0.0085	0.0004	0.0004	0.0006	0.0015	0.0004	0.0003	0.0004	0.0491	0.0017	0.0014	0.0039	0.0508	0.0016	0.0010	0.0049	0.0038	0.0001	0.0001	0.0001	0.0004	0.0001	0.0000	0.0001	0.0058	0.0004	0.0003	0.0005	0.0011	0.0003	0.0002	0.0003	0.0435	0.0015	0.0011	0.0022	0.0439	0.0014	0.0008	0.0016
0.0062	0.0001	0.0001	0.0002	0.0006	0.0001	0.0001	0.0002	0.0095	0.0005	0.0004	0.0007	0.0017	0.0004	0.0003	0.0005	0.0520	0.0018	0.0015	0.0050	0.0536	0.0017	0.0010	0.0061	0.0042	0.0001	0.0001	0.0002	0.0004	0.0001	0.0000	0.0001	0.0067	0.0004	0.0003	0.0005	0.0012	0.0004	0.0002	0.0003	0.0460	0.0016	0.0012	0.0023	0.0468	0.0015	0.0008	0.0019
0.0066	0.0002	0.0001	0.0002	0.0006	0.0001	0.0001	0.0002	0.0108	0.0005	0.0004	0.0007	0.0020	0.0004	0.0003	0.0005	0.0555	0.0020	0.0016	0.0066	0.0566	0.0018	0.0011	0.0077	0.0046	0.0001	0.0001	0.0002	0.0005	0.0001	0.0001	0.0001	0.0077	0.0004	0.0003	0.0006	0.0013	0.0004	0.0002	0.0004	0.0488	0.0017	0.0013	0.0026	0.0494	0.0016	0.0009	0.0024
0.0071	0.0002	0.0001	0.0003	0.0007	0.0001	0.0001	0.0002	0.0123	0.0005	0.0005	0.0008	0.0025	0.0005	0.0003	0.0006	0.0595	0.0022	0.0017	0.0083	0.0601	0.0019	0.0012	0.0098	0.0051	0.0001	0.0001	0.0002	0.0005	0.0001	0.0001	0.0001	0.0088	0.0004	0.0004	0.0006	0.0015	0.0004	0.0003	0.0004	0.0518	0.0018	0.0014	0.0029	0.0522	0.0017	0.0010	0.0030
0.0077	0.0002	0.0001	0.0003	0.0008	0.0002	0.0001	0.0002	0.0137	0.0006	0.0005	0.0008	0.0031	0.0005	0.0003	0.0007	0.0640	0.0024	0.0019	0.0101	0.0641	0.0021	0.0013	0.0122	0.0058	0.0002	0.0001	0.0002	0.0006	0.0001	0.0001	0.0001	0.0099	0.0005	0.0004	0.0007	0.0017	0.0004	0.0003	0.0004	0.0549	0.0020	0.0015	0.0033	0.0551	0.0018	0.0010	0.0039
0.0084	0.0002	0.0002	0.0003	0.0009	0.0002	0.0001	0.0002	0.0154	0.0006	0.0005	0.0009	0.0040	0.0005	0.0004	0.0008	0.0693	0.0028	0.0021	0.0120	0.0691	0.0022	0.0015	0.0149	0.0064	0.0002	0.0001	0.0002	0.0006	0.0001	0.0001	0.0002	0.0110	0.0005	0.0004	0.0007	0.0020	0.0005	0.0003	0.0005	0.0586	0.0022	0.0016	0.0040	0.0584	0.0019	0.0011	0.0051
0.0094	0.0002	0.0002	0.0003	0.0010	0.0002	0.0001	0.0003	0.0174	0.0007	0.0006	0.0010	0.0050	0.0006	0.0004	0.0010	0.0747	0.0034	0.0023	0.0148	0.0749	0.0025	0.0016	0.0176	0.0071	0.0002	0.0001	0.0002	0.0007	0.0002	0.0001	0.0002	0.0123	0.0005	0.0004	0.0007	0.0025	0.0005	0.0003	0.0005	0.0626	0.0025	0.0017	0.0051	0.0622	0.0021	0.0012	0.0066
0.0106	0.0003	0.0002	0.0004	0.0012	0.0002	0.0001	0.0003	0.0198	0.0007	0.0006	0.0011	0.0065	0.0006	0.0004	0.0014	0.0803	0.0044	0.0025	0.0194	0.0810	0.0029	0.0017	0.0210	0.0079	0.0002	0.0001	0.0003	0.0008	0.0002	0.0001	0.0002	0.0139	0.0006	0.0005	0.0008	0.0031	0.0005	0.0003	0.0006	0.0672	0.0028	0.0019	0.0068	0.0674	0.0023	0.0013	0.0086
